/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/0moQ6VxBT_s.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/0moQ6VxBT_s.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/0PSr62rSPvE.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/0PSr62rSPvE.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/1IKDGw-JBkE.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/1IKDGw-JBkE.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/_1t-Gujx440.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/_1t-Gujx440.fr_manual_subtitle.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/411ew33CSYY.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/411ew33CSYY.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/4CbiAHYtDrM.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/4CbiAHYtDrM.fr-FR_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/7FnbJ-JM21I.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/7FnbJ-JM21I.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/7ha9gU1GBC8.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/7ha9gU1GBC8.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/7lm1cScE92o.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/7lm1cScE92o.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/8Y8qdB_jcvE.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/8Y8qdB_jcvE.fr_manual_subtitle.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/8yVf9PuNe4s.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/8yVf9PuNe4s.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/a2kCQ1fVDrc.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/a2kCQ1fVDrc.fr_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/auOWaIOf884.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/auOWaIOf884.fr-FR_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/bhzVJEVPY-Y.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/bhzVJEVPY-Y.fr-FR_manual_subtitle_edited.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/biXkX8s45pY.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/biXkX8s45pY.fr_manual_subtitle.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/BoGa0b46p_w.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/BoGa0b46p_w.fr_manual_subtitle.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/c3YrDazMFTs.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/c3YrDazMFTs.fr_generated_subtitle.vtt
/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/d8mq84ppWZs.wav	/home/serkhane/Repositories/AI/DATA/youtube_data_taflowtron/fr/original/d8mq84ppWZs.fr_manual_subtitle_edited.vtt
